species,pc.known,pc.inferred,pc.region,ref
Aquila_nipalensis,Pair,Pair,Palearctic,"Ferguson-Lees J,  Christie DA (2001) Raptors of the world. Christopher Helm: London.  || Thiollay JM, White CM, Bierregard RO, Orta J, Meyburg BU, Kemp AC, Clark WS, Debus SJS (1994) Family Accipitridae (Hawks and Eagles).  in Handbook of the birds of the world. Vol. 2. New world vultures to guineafowl. (ed. del Hoyo J, Elliott A,  Saragatal J)  p. 52-205. Lynx edicions: Barcelona."
Aquila_adalberti,Pair,Pair,Palearctic,"Ferguson-Lees J,  Christie DA (2001) Raptors of the world. Christopher Helm: London.  || Thiollay JM, White CM, Bierregard RO, Orta J, Meyburg BU, Kemp AC, Clark WS, Debus SJS (1994) Family Accipitridae (Hawks and Eagles).  in Handbook of the birds of the world. Vol. 2. New world vultures to guineafowl. (ed. del Hoyo J, Elliott A,  Saragatal J)  p. 52-205. Lynx edicions: Barcelona."
Aquila_heliaca,Pair,Pair,Palearctic,"Ferguson-Lees J,  Christie DA (2001) Raptors of the world. Christopher Helm: London.  || Thiollay JM, White CM, Bierregard RO, Orta J, Meyburg BU, Kemp AC, Clark WS, Debus SJS (1994) Family Accipitridae (Hawks and Eagles).  in Handbook of the birds of the world. Vol. 2. New world vultures to guineafowl. (ed. del Hoyo J, Elliott A,  Saragatal J)  p. 52-205. Lynx edicions: Barcelona."
Aquila_gurneyi,Unknown,Pair,Australia,"Ferguson-Lees J,  Christie DA (2001) Raptors of the world. Christopher Helm: London.  || Thiollay JM, White CM, Bierregard RO, Orta J, Meyburg BU, Kemp AC, Clark WS, Debus SJS (1994) Family Accipitridae (Hawks and Eagles).  in Handbook of the birds of the world. Vol. 2. New world vultures to guineafowl. (ed. del Hoyo J, Elliott A,  Saragatal J)  p. 52-205. Lynx edicions: Barcelona."
Aquila_chrysaetos,Occasional,Pair,Holarctic,"Ferguson-Lees J,  Christie DA (2001) Raptors of the world. Christopher Helm: London.  || Thiollay JM, White CM, Bierregard RO, Orta J, Meyburg BU, Kemp AC, Clark WS, Debus SJS (1994) Family Accipitridae (Hawks and Eagles).  in Handbook of the birds of the world. Vol. 2. New world vultures to guineafowl. (ed. del Hoyo J, Elliott A,  Saragatal J)  p. 52-205. Lynx edicions: Barcelona. || Salvo G (1993) Probabile caso di collaborazione nella riproduzione da parte di un'aquila reale, Aquila chrysaetos, immatura. Rivista Italiana di Ornitologia  63: 102-103. || Bergo G (1988) Trios in the golden eagle Aquila chrysaetos (L.). Fauna Norvegica Series C Cinclus  11: 40-44."
Aquila_audax,Pair,Pair,Australia,"Ferguson-Lees J,  Christie DA (2001) Raptors of the world. Christopher Helm: London.  || Thiollay JM, White CM, Bierregard RO, Orta J, Meyburg BU, Kemp AC, Clark WS, Debus SJS (1994) Family Accipitridae (Hawks and Eagles).  in Handbook of the birds of the world. Vol. 2. New world vultures to guineafowl. (ed. del Hoyo J, Elliott A,  Saragatal J)  p. 52-205. Lynx edicions: Barcelona."
Aquila_verreauxii,Pair,Pair,Africa,"Ferguson-Lees J,  Christie DA (2001) Raptors of the world. Christopher Helm: London.  || Thiollay JM, White CM, Bierregard RO, Orta J, Meyburg BU, Kemp AC, Clark WS, Debus SJS (1994) Family Accipitridae (Hawks and Eagles).  in Handbook of the birds of the world. Vol. 2. New world vultures to guineafowl. (ed. del Hoyo J, Elliott A,  Saragatal J)  p. 52-205. Lynx edicions: Barcelona. || Brown LH (1982) Accipitridae, Osprey, cuckoo falcons, honey buzzards, kites, fish eagles, Old World vultures, snake eagles, harroers, hawks, buzzards and eagles.  in Birds of Africa Volume 1. (ed. Brown LH, Urban EK,  Newman K)  p. 294-436. Academic Press: London."
Aquila_wahlbergi,Pair,Pair,Africa,"Ferguson-Lees J,  Christie DA (2001) Raptors of the world. Christopher Helm: London.  || Thiollay JM, White CM, Bierregard RO, Orta J, Meyburg BU, Kemp AC, Clark WS, Debus SJS (1994) Family Accipitridae (Hawks and Eagles).  in Handbook of the birds of the world. Vol. 2. New world vultures to guineafowl. (ed. del Hoyo J, Elliott A,  Saragatal J)  p. 52-205. Lynx edicions: Barcelona. || Brown LH (1982) Accipitridae, Osprey, cuckoo falcons, honey buzzards, kites, fish eagles, Old World vultures, snake eagles, harroers, hawks, buzzards and eagles.  in Birds of Africa Volume 1. (ed. Brown LH, Urban EK,  Newman K)  p. 294-436. Academic Press: London."
Hieraaetus_fasciatus,Occasional,Pair,Widespread,"Ferguson-Lees J,  Christie DA (2001) Raptors of the world. Christopher Helm: London.  || Thiollay JM, White CM, Bierregard RO, Orta J, Meyburg BU, Kemp AC, Clark WS, Debus SJS (1994) Family Accipitridae (Hawks and Eagles).  in Handbook of the birds of the world. Vol. 2. New world vultures to guineafowl. (ed. del Hoyo J, Elliott A,  Saragatal J)  p. 52-205. Lynx edicions: Barcelona. || Domingo M (1995) Poliandria en l'aliga perdiuera Hieraaetus fasciatus. Butlleti del Grup Catala d'Anellament  11: 83084."
Hieraaetus_spilogaster,Pair,Pair,Africa,"Ferguson-Lees J,  Christie DA (2001) Raptors of the world. Christopher Helm: London.  || Thiollay JM, White CM, Bierregard RO, Orta J, Meyburg BU, Kemp AC, Clark WS, Debus SJS (1994) Family Accipitridae (Hawks and Eagles).  in Handbook of the birds of the world. Vol. 2. New world vultures to guineafowl. (ed. del Hoyo J, Elliott A,  Saragatal J)  p. 52-205. Lynx edicions: Barcelona. || Brown LH (1982) Accipitridae, Osprey, cuckoo falcons, honey buzzards, kites, fish eagles, Old World vultures, snake eagles, harroers, hawks, buzzards and eagles.  in Birds of Africa Volume 1. (ed. Brown LH, Urban EK,  Newman K)  p. 294-436. Academic Press: London."
Hieraaetus_pennatus,Pair,Pair,Widespread,"Ferguson-Lees J,  Christie DA (2001) Raptors of the world. Christopher Helm: London.  || Thiollay JM, White CM, Bierregard RO, Orta J, Meyburg BU, Kemp AC, Clark WS, Debus SJS (1994) Family Accipitridae (Hawks and Eagles).  in Handbook of the birds of the world. Vol. 2. New world vultures to guineafowl. (ed. del Hoyo J, Elliott A,  Saragatal J)  p. 52-205. Lynx edicions: Barcelona."
Hieraaetus_morphnoides,Pair,Pair,Australia,"Ferguson-Lees J,  Christie DA (2001) Raptors of the world. Christopher Helm: London.  || Thiollay JM, White CM, Bierregard RO, Orta J, Meyburg BU, Kemp AC, Clark WS, Debus SJS (1994) Family Accipitridae (Hawks and Eagles).  in Handbook of the birds of the world. Vol. 2. New world vultures to guineafowl. (ed. del Hoyo J, Elliott A,  Saragatal J)  p. 52-205. Lynx edicions: Barcelona."
Hieraaetus_ayresii,Pair,Pair,Africa,"Ferguson-Lees J,  Christie DA (2001) Raptors of the world. Christopher Helm: London.  || Thiollay JM, White CM, Bierregard RO, Orta J, Meyburg BU, Kemp AC, Clark WS, Debus SJS (1994) Family Accipitridae (Hawks and Eagles).  in Handbook of the birds of the world. Vol. 2. New world vultures to guineafowl. (ed. del Hoyo J, Elliott A,  Saragatal J)  p. 52-205. Lynx edicions: Barcelona. || Brown LH (1982) Accipitridae, Osprey, cuckoo falcons, honey buzzards, kites, fish eagles, Old World vultures, snake eagles, harroers, hawks, buzzards and eagles.  in Birds of Africa Volume 1. (ed. Brown LH, Urban EK,  Newman K)  p. 294-436. Academic Press: London."
Hieraaetus_kienerii,Pair,Pair,Indomalayan,"Ferguson-Lees J,  Christie DA (2001) Raptors of the world. Christopher Helm: London.  || Thiollay JM, White CM, Bierregard RO, Orta J, Meyburg BU, Kemp AC, Clark WS, Debus SJS (1994) Family Accipitridae (Hawks and Eagles).  in Handbook of the birds of the world. Vol. 2. New world vultures to guineafowl. (ed. del Hoyo J, Elliott A,  Saragatal J)  p. 52-205. Lynx edicions: Barcelona."
Polemaetus_bellicosus,Pair,Pair,Africa,"Ferguson-Lees J,  Christie DA (2001) Raptors of the world. Christopher Helm: London.  || Thiollay JM, White CM, Bierregard RO, Orta J, Meyburg BU, Kemp AC, Clark WS, Debus SJS (1994) Family Accipitridae (Hawks and Eagles).  in Handbook of the birds of the world. Vol. 2. New world vultures to guineafowl. (ed. del Hoyo J, Elliott A,  Saragatal J)  p. 52-205. Lynx edicions: Barcelona. || Brown LH (1982) Accipitridae, Osprey, cuckoo falcons, honey buzzards, kites, fish eagles, Old World vultures, snake eagles, harroers, hawks, buzzards and eagles.  in Birds of Africa Volume 1. (ed. Brown LH, Urban EK,  Newman K)  p. 294-436. Academic Press: London."
Spizastur_melanoleucus,Unknown,Pair,Neotropical,"Ferguson-Lees J,  Christie DA (2001) Raptors of the world. Christopher Helm: London.  || Thiollay JM, White CM, Bierregard RO, Orta J, Meyburg BU, Kemp AC, Clark WS, Debus SJS (1994) Family Accipitridae (Hawks and Eagles).  in Handbook of the birds of the world. Vol. 2. New world vultures to guineafowl. (ed. del Hoyo J, Elliott A,  Saragatal J)  p. 52-205. Lynx edicions: Barcelona."
Lophaetus_occipitalis,Pair,Pair,Africa,"Ferguson-Lees J,  Christie DA (2001) Raptors of the world. Christopher Helm: London.  || Thiollay JM, White CM, Bierregard RO, Orta J, Meyburg BU, Kemp AC, Clark WS, Debus SJS (1994) Family Accipitridae (Hawks and Eagles).  in Handbook of the birds of the world. Vol. 2. New world vultures to guineafowl. (ed. del Hoyo J, Elliott A,  Saragatal J)  p. 52-205. Lynx edicions: Barcelona. || Brown LH (1982) Accipitridae, Osprey, cuckoo falcons, honey buzzards, kites, fish eagles, Old World vultures, snake eagles, harroers, hawks, buzzards and eagles.  in Birds of Africa Volume 1. (ed. Brown LH, Urban EK,  Newman K)  p. 294-436. Academic Press: London."
Spizaetus_africanus,Unknown,Pair,Africa,"Ferguson-Lees J,  Christie DA (2001) Raptors of the world. Christopher Helm: London.  || Thiollay JM, White CM, Bierregard RO, Orta J, Meyburg BU, Kemp AC, Clark WS, Debus SJS (1994) Family Accipitridae (Hawks and Eagles).  in Handbook of the birds of the world. Vol. 2. New world vultures to guineafowl. (ed. del Hoyo J, Elliott A,  Saragatal J)  p. 52-205. Lynx edicions: Barcelona."
Spizaetus_cirrhatus,Pair,Pair,Indomalayan,"Ferguson-Lees J,  Christie DA (2001) Raptors of the world. Christopher Helm: London.  || Thiollay JM, White CM, Bierregard RO, Orta J, Meyburg BU, Kemp AC, Clark WS, Debus SJS (1994) Family Accipitridae (Hawks and Eagles).  in Handbook of the birds of the world. Vol. 2. New world vultures to guineafowl. (ed. del Hoyo J, Elliott A,  Saragatal J)  p. 52-205. Lynx edicions: Barcelona."
Spizaetus_nipalensis,Pair,Pair,Widespread,"Ferguson-Lees J,  Christie DA (2001) Raptors of the world. Christopher Helm: London.  || Thiollay JM, White CM, Bierregard RO, Orta J, Meyburg BU, Kemp AC, Clark WS, Debus SJS (1994) Family Accipitridae (Hawks and Eagles).  in Handbook of the birds of the world. Vol. 2. New world vultures to guineafowl. (ed. del Hoyo J, Elliott A,  Saragatal J)  p. 52-205. Lynx edicions: Barcelona."
Spizaetus_alboniger,Unknown,Pair,Indomalayan,"Ferguson-Lees J,  Christie DA (2001) Raptors of the world. Christopher Helm: London.  || Thiollay JM, White CM, Bierregard RO, Orta J, Meyburg BU, Kemp AC, Clark WS, Debus SJS (1994) Family Accipitridae (Hawks and Eagles).  in Handbook of the birds of the world. Vol. 2. New world vultures to guineafowl. (ed. del Hoyo J, Elliott A,  Saragatal J)  p. 52-205. Lynx edicions: Barcelona."
Spizaetus_bartelsi,Cooperation,Cooperation,Indomalayan,"Ferguson-Lees J,  Christie DA (2001) Raptors of the world. Christopher Helm: London.  || Kimball RT, Parker PG, Bednarz JC (2003) Occurrence and evolution of cooperative breeding among the diurnal raptors (Accipitridae and Falconidae). Auk  120: 717-729. || Thiollay JM, White CM, Bierregard RO, Orta J, Meyburg BU, Kemp AC, Clark WS, Debus SJS (1994) Family Accipitridae (Hawks and Eagles).  in Handbook of the birds of the world. Vol. 2. New world vultures to guineafowl. (ed. del Hoyo J, Elliott A,  Saragatal J)  p. 52-205. Lynx edicions: Barcelona."
Spizaetus_lanceolatus,Unknown,Pair,Indomalayan,"Ferguson-Lees J,  Christie DA (2001) Raptors of the world. Christopher Helm: London.  || Thiollay JM, White CM, Bierregard RO, Orta J, Meyburg BU, Kemp AC, Clark WS, Debus SJS (1994) Family Accipitridae (Hawks and Eagles).  in Handbook of the birds of the world. Vol. 2. New world vultures to guineafowl. (ed. del Hoyo J, Elliott A,  Saragatal J)  p. 52-205. Lynx edicions: Barcelona."
Spizaetus_philippensis,Unknown,Pair,Indomalayan,"Ferguson-Lees J,  Christie DA (2001) Raptors of the world. Christopher Helm: London.  || Thiollay JM, White CM, Bierregard RO, Orta J, Meyburg BU, Kemp AC, Clark WS, Debus SJS (1994) Family Accipitridae (Hawks and Eagles).  in Handbook of the birds of the world. Vol. 2. New world vultures to guineafowl. (ed. del Hoyo J, Elliott A,  Saragatal J)  p. 52-205. Lynx edicions: Barcelona."
Spizaetus_nanus,Unknown,Pair,Indomalayan,"Ferguson-Lees J,  Christie DA (2001) Raptors of the world. Christopher Helm: London.  || Thiollay JM, White CM, Bierregard RO, Orta J, Meyburg BU, Kemp AC, Clark WS, Debus SJS (1994) Family Accipitridae (Hawks and Eagles).  in Handbook of the birds of the world. Vol. 2. New world vultures to guineafowl. (ed. del Hoyo J, Elliott A,  Saragatal J)  p. 52-205. Lynx edicions: Barcelona."
Spizaetus_tyrannus,Pair,Pair,Neotropical,"Ferguson-Lees J,  Christie DA (2001) Raptors of the world. Christopher Helm: London.  || Thiollay JM, White CM, Bierregard RO, Orta J, Meyburg BU, Kemp AC, Clark WS, Debus SJS (1994) Family Accipitridae (Hawks and Eagles).  in Handbook of the birds of the world. Vol. 2. New world vultures to guineafowl. (ed. del Hoyo J, Elliott A,  Saragatal J)  p. 52-205. Lynx edicions: Barcelona."
Spizaetus_ornatus,Pair,Pair,Neotropical,"Ferguson-Lees J,  Christie DA (2001) Raptors of the world. Christopher Helm: London.  || Thiollay JM, White CM, Bierregard RO, Orta J, Meyburg BU, Kemp AC, Clark WS, Debus SJS (1994) Family Accipitridae (Hawks and Eagles).  in Handbook of the birds of the world. Vol. 2. New world vultures to guineafowl. (ed. del Hoyo J, Elliott A,  Saragatal J)  p. 52-205. Lynx edicions: Barcelona."
Stephanoaetus_coronatus,Pair,Pair,Africa,"Ferguson-Lees J,  Christie DA (2001) Raptors of the world. Christopher Helm: London.  || Thiollay JM, White CM, Bierregard RO, Orta J, Meyburg BU, Kemp AC, Clark WS, Debus SJS (1994) Family Accipitridae (Hawks and Eagles).  in Handbook of the birds of the world. Vol. 2. New world vultures to guineafowl. (ed. del Hoyo J, Elliott A,  Saragatal J)  p. 52-205. Lynx edicions: Barcelona. || Brown LH (1982) Accipitridae, Osprey, cuckoo falcons, honey buzzards, kites, fish eagles, Old World vultures, snake eagles, harroers, hawks, buzzards and eagles.  in Birds of Africa Volume 1. (ed. Brown LH, Urban EK,  Newman K)  p. 294-436. Academic Press: London."
Oroaetus_isidori,Unknown,Pair,Neotropical,"Ferguson-Lees J,  Christie DA (2001) Raptors of the world. Christopher Helm: London.  || Thiollay JM, White CM, Bierregard RO, Orta J, Meyburg BU, Kemp AC, Clark WS, Debus SJS (1994) Family Accipitridae (Hawks and Eagles).  in Handbook of the birds of the world. Vol. 2. New world vultures to guineafowl. (ed. del Hoyo J, Elliott A,  Saragatal J)  p. 52-205. Lynx edicions: Barcelona."
Sagittarius_serpentarius,Pair,Pair,Africa,"Kemp AC (1994) Family Sagittaridae (Secretarybird).  in Handbook of the birds of the world. Vol. 2. New world vultures to guineafowl. (ed. del Hoyo J, Elliott A,  Saragatal J)  p. 206-215. Lynx edicions: Barcelona."
Herpetotheres_cachinnans,Pair,Pair,Neotropical,"Ferguson-Lees J,  Christie DA (2001) Raptors of the world. Christopher Helm: London.  || White CM, Olsen PD, Kiff LF (1994) Family Falconidae (Falcons and caracaras).  in Handbook of the birds of the world. Vol. 2. New world vultures to guineafowl. (ed. del Hoyo J, Elliott A,  Saragatal J)  p. 216-277. Lynx Edicions: Barcelona."
Micrastur_ruficollis,Pair,Pair,Neotropical,"Ferguson-Lees J,  Christie DA (2001) Raptors of the world. Christopher Helm: London.  || White CM, Olsen PD, Kiff LF (1994) Family Falconidae (Falcons and caracaras).  in Handbook of the birds of the world. Vol. 2. New world vultures to guineafowl. (ed. del Hoyo J, Elliott A,  Saragatal J)  p. 216-277. Lynx Edicions: Barcelona."
Micrastur_plumbeus,Unknown,Pair,Neotropical,"Ferguson-Lees J,  Christie DA (2001) Raptors of the world. Christopher Helm: London.  || White CM, Olsen PD, Kiff LF (1994) Family Falconidae (Falcons and caracaras).  in Handbook of the birds of the world. Vol. 2. New world vultures to guineafowl. (ed. del Hoyo J, Elliott A,  Saragatal J)  p. 216-277. Lynx Edicions: Barcelona."
Micrastur_gilvicollis,Unknown,Pair,Neotropical,"Ferguson-Lees J,  Christie DA (2001) Raptors of the world. Christopher Helm: London.  || White CM, Olsen PD, Kiff LF (1994) Family Falconidae (Falcons and caracaras).  in Handbook of the birds of the world. Vol. 2. New world vultures to guineafowl. (ed. del Hoyo J, Elliott A,  Saragatal J)  p. 216-277. Lynx Edicions: Barcelona."
Micrastur_mirandollei,Unknown,Pair,Neotropical,"Ferguson-Lees J,  Christie DA (2001) Raptors of the world. Christopher Helm: London.  || White CM, Olsen PD, Kiff LF (1994) Family Falconidae (Falcons and caracaras).  in Handbook of the birds of the world. Vol. 2. New world vultures to guineafowl. (ed. del Hoyo J, Elliott A,  Saragatal J)  p. 216-277. Lynx Edicions: Barcelona."
Micrastur_semitorquatus,Unknown,Pair,Neotropical,"Ferguson-Lees J,  Christie DA (2001) Raptors of the world. Christopher Helm: London.  || White CM, Olsen PD, Kiff LF (1994) Family Falconidae (Falcons and caracaras).  in Handbook of the birds of the world. Vol. 2. New world vultures to guineafowl. (ed. del Hoyo J, Elliott A,  Saragatal J)  p. 216-277. Lynx Edicions: Barcelona."
Micrastur_buckleyi,Unknown,Pair,Neotropical,"Ferguson-Lees J,  Christie DA (2001) Raptors of the world. Christopher Helm: London.  || White CM, Olsen PD, Kiff LF (1994) Family Falconidae (Falcons and caracaras).  in Handbook of the birds of the world. Vol. 2. New world vultures to guineafowl. (ed. del Hoyo J, Elliott A,  Saragatal J)  p. 216-277. Lynx Edicions: Barcelona."
Microhierax_caerulescens,Cooperation,Cooperation,Indomalayan,"Ferguson-Lees J,  Christie DA (2001) Raptors of the world. Christopher Helm: London.  || White CM, Olsen PD, Kiff LF (1994) Family Falconidae (Falcons and caracaras).  in Handbook of the birds of the world. Vol. 2. New world vultures to guineafowl. (ed. del Hoyo J, Elliott A,  Saragatal J)  p. 216-277. Lynx Edicions: Barcelona. || Kemp A,  Van Zyl A (1998) Co-operative breeding by collared falconets Microhierax caerulescens. Forktail  13: 131-132."
